code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,module_presentation_length,days_studied,activities_completed,total_clicks,assessments_completed,average_score
0,2013J,271251,M,Scotland,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-68.0,268,74,388,2077,3,71.33333333333333
0,2013J,277880,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-108.0,268,58,368,1620,3,67.66666666666667
0,2013J,279572,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,-138.0,268,31,157,638,3,78.0
0,2013J,281022,F,Scotland,A Level or Equivalent,30-40%,0-35,0,150,N,Pass,-74.0,268,30,107,288,3,72.0
0,2013J,281250,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-64.0,268,10,56,105,3,61.666666666666664
0,2013J,282821,M,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-107.0,268,52,302,1415,2,57.0
0,2013J,286488,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-8.0,268,31,144,567,3,68.33333333333333
0,2013J,287548,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-52.0,268,31,103,390,3,66.33333333333333
0,2013J,290201,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-96.0,268,58,287,1114,3,74.0
0,2013J,290757,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-141.0,268,17,86,246,3,75.0
0,2013J,291334,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-132.0,268,111,1051,3288,3,84.66666666666667
0,2013J,293699,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-27.0,268,12,37,53,1,55.0
0,2013J,294570,M,South East Region,HE Qualification,90-100%,55<=,0,60,N,Pass,-80.0,268,60,228,1125,3,77.33333333333333
0,2013J,294594,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-145.0,268,50,136,476,3,56.0
0,2013J,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,240,N,Fail,-17.0,268,53,219,567,3,47.333333333333336
0,2013J,296332,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,-115.0,268,69,333,1444,3,93.33333333333333
0,2013J,298696,F,South East Region,HE Qualification,80-90%,0-35,0,60,N,Pass,-32.0,268,35,122,354,3,77.33333333333333
0,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-59.0,268,51,293,1020,3,80.33333333333333
0,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-83.0,268,22,161,507,3,58.666666666666664
0,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-18.0,268,9,34,127,1,64.0
0,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,-66.0,268,47,233,873,3,78.0
0,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,-107.0,268,46,182,601,3,60.333333333333336
0,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-58.0,268,61,192,717,3,82.33333333333333
0,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-123.0,268,112,750,2141,3,73.0
0,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass,-31.0,268,48,234,606,3,80.33333333333333
0,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-107.0,268,44,252,970,3,57.333333333333336
0,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,Pass,-121.0,268,75,411,1465,3,54.0
0,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,Distinction,-79.0,268,130,1000,7805,3,88.66666666666667
0,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-59.0,268,25,77,223,3,67.66666666666667
0,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-100.0,268,68,301,885,3,65.0
0,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-47.0,268,97,782,2468,3,77.66666666666667
0,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Pass,-67.0,268,119,1250,6438,3,80.66666666666667
0,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-32.0,268,69,366,1266,3,78.0
0,2013J,324084,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-165.0,268,57,245,1057,3,53.0
0,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-32.0,268,22,51,95,3,53.333333333333336
0,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-64.0,268,32,203,851,3,72.66666666666667
0,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-103.0,268,17,53,100,3,71.66666666666667
0,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,-53.0,268,16,92,288,3,75.33333333333333
0,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,Fail,-32.0,268,22,105,302,2,53.0
0,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-196.0,268,84,608,2044,3,86.33333333333333
0,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-110.0,268,60,239,909,3,67.66666666666667
0,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-57.0,268,19,81,218,3,54.666666666666664
0,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,Fail,48.0,268,18,44,67,3,63.666666666666664
0,2013J,342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,Pass,-81.0,268,53,262,1105,3,73.66666666666667
0,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Pass,-60.0,268,41,208,591,3,57.333333333333336
0,2013J,343446,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,Pass,-49.0,268,96,793,2723,3,76.33333333333333
0,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-12.0,268,11,30,41,3,53.666666666666664
0,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,Pass,-37.0,268,28,122,351,3,75.0
0,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-18.0,268,67,361,1195,3,75.33333333333333
0,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-75.0,268,57,157,362,3,80.66666666666667
0,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-49.0,268,41,179,432,3,75.33333333333333
0,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-38.0,268,21,78,153,3,57.0
0,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-129.0,268,38,143,472,3,68.0
0,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-38.0,268,43,243,618,3,58.666666666666664
0,2013J,365642,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-52.0,268,76,407,1276,3,69.33333333333333
0,2013J,366483,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,Pass,-4.0,268,76,279,912,3,80.0
0,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Pass,-123.0,268,17,94,260,3,53.666666666666664
0,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,Fail,-60.0,268,8,37,113,3,65.66666666666667
0,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass,-19.0,268,39,171,560,3,63.333333333333336
0,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-64.0,268,53,281,1148,3,69.33333333333333
0,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-155.0,268,58,205,685,3,66.33333333333333
0,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-61.0,268,58,173,308,3,76.0
0,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-38.0,268,62,217,625,3,67.0
0,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-179.0,268,31,126,401,2,59.5
0,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-185.0,268,30,133,482,3,60.0
0,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-31.0,268,41,183,523,3,69.66666666666667
0,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-58.0,268,26,107,245,3,44.333333333333336
0,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,Pass,-54.0,268,63,343,1047,2,64.0
0,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-38.0,268,26,119,430,3,72.33333333333333
0,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,Pass,-23.0,268,26,129,459,2,62.5
0,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,Fail,-57.0,268,50,204,721,3,50.0
0,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-53.0,268,58,238,710,2,58.5
0,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-130.0,268,59,264,1221,3,78.0
0,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,Pass,-129.0,268,22,140,486,3,49.666666666666664
0,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-67.0,268,43,197,596,2,78.5
0,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-73.0,268,56,155,371,2,76.5
0,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,-60.0,268,44,268,1283,2,59.5
0,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,-15.0,268,17,115,299,2,78.0
0,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-58.0,268,14,69,232,3,58.0
0,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass,-52.0,268,24,116,343,3,56.0
0,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-53.0,268,20,116,296,3,69.33333333333333
0,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction,-38.0,268,78,282,724,3,88.33333333333333
0,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-120.0,268,59,326,1389,3,70.33333333333333
0,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,Pass,-29.0,268,50,160,709,3,66.66666666666667
0,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,Pass,-16.0,268,60,222,614,3,72.33333333333333
0,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-156.0,268,38,197,814,3,77.33333333333333
0,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-32.0,268,41,158,352,3,73.33333333333333
0,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,Pass,-127.0,268,72,422,1659,3,80.66666666666667
0,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Pass,-51.0,268,43,175,718,3,64.66666666666667
0,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Fail,-43.0,268,10,34,106,3,60.333333333333336
0,2013J,568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-30.0,268,15,76,419,2,81.5
0,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-158.0,268,24,76,291,2,72.0
0,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,Pass,-22.0,268,35,209,949,3,74.0
0,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-38.0,268,10,39,114,2,40.0
0,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-17.0,268,119,797,3415,3,82.33333333333333
0,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass,-46.0,268,25,140,424,3,81.0
0,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail,-43.0,268,34,129,406,2,66.0
0,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,-29.0,268,71,414,1577,3,68.0
0,2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction,-57.0,268,99,594,2417,3,82.0
0,2013J,749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,-138.0,268,96,670,2412,3,72.33333333333333
0,2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction,-67.0,268,110,1001,4332,3,80.33333333333333
0,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-91.0,268,84,406,1595,3,74.0
0,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,268,55,352,879,3,63.0
0,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-67.0,268,52,189,632,3,77.0
0,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-170.0,268,31,128,462,3,70.66666666666667
0,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,-42.0,268,106,566,1567,3,67.66666666666667
0,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-62.0,268,88,405,1532,3,72.33333333333333
0,2013J,978739,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-108.0,268,95,693,3773,3,55.666666666666664
0,2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-87.0,268,83,294,975,3,70.0
